PGC_name         T_PGC  T_PGC_err     type           D25         R25          PA     B_T_mag   e_B_T_mag       B_V_T     e_B_V_T          cz           z
PGC0046666          10         1.8     .I..9?.        0.96         0.1       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046671           6         0.3     .SBT6..         1.6        0.15         130        12.6         0.3        0.46        0.04         937    0.003125
PGC0046717           3         1.2     PSBR3P*        1.01        0.14         115      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046739           6         1.4     .S..6*.        1.04        0.61          82      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046746           6         1.6     .SB.6?.        1.34        0.33         154      -99.99      -99.99      -99.99      -99.99        2424    0.008086
PGC0046754           6         1.2     .SB.6*.        1.14        0.32          97      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046767           6         1.2     .S..6*.         1.1        0.04       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046782           6         1.3     .S..6*.        0.92        0.05         100      -99.99      -99.99      -99.99      -99.99        6976     0.02327
PGC0046804           7           1     .S..7..           1        1.02         147      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046809          -5         0.5     .E...P.        1.45        0.11          75      -99.99      -99.99      -99.99      -99.99        4782     0.01595
PGC0046816           4           1     .S..4..           1        0.73         174      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046819           1         0.9     .S..1..        1.33        0.79          81      -99.99      -99.99      -99.99      -99.99        6851     0.02285
PGC0046836          -5         0.8     .E.....        1.23        0.08          10       13.02        0.13        0.92        0.01        6908     0.02304
PGC0046844           7         0.9     .S..7..        1.06        0.15          35      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046851           6         1.3     .SB.6?.        1.14        0.76           6      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046855           0         0.9     .S..0..        0.89        0.08         100      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046868          -1         0.8     RLBR+*.        1.13        0.16          75      -99.99      -99.99      -99.99      -99.99        7284      0.0243
PGC0046882           7         0.9     .S..7..        0.99        0.03       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0046906          -2         0.8     .L.....        1.12        0.11          80        13.8         0.3        0.99        0.03        5214     0.01739
PGC0046919          -2         0.9     .L.....        0.98        0.16           5        14.2         0.2        0.93        0.03        5224     0.01743
PGC0046952          10         0.7     .I..9..        1.42         0.2       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047011           4         0.8     .SB.4..        1.19        0.25         155      -99.99      -99.99      -99.99      -99.99        5579     0.01861
PGC0047020          10         0.9     .I..9..         0.9        0.13       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047027           8         0.4     .SBS8..        1.28        0.09         120       12.29        0.13        0.46        0.02       -9999      -99.99
PGC0047041           6         1.2     .S..6*.        1.11      -99.99         137      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047053           8         1.3     .S..8*.        1.13        0.48         165      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047058           8         0.9     .SBS8..        1.16        0.35       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047060           7         0.7     .SBS7?.        0.95        0.03       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047093           5         0.8     .SA.5..        1.26        0.29          65       14.44        0.13        0.71        0.03        5293     0.01766
PGC0047096          -5         0.9     .E.....        1.04        0.18          10      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047122          -2         0.9     .L.....        0.87        0.05       -9999      -99.99      -99.99      -99.99      -99.99        7060     0.02355
PGC0047124           3         0.9     .SB.3..           1        0.04       -9999      -99.99      -99.99      -99.99      -99.99        7023     0.02343
PGC0047131           1         0.8     .SXR1..         1.1        0.14       -9999      -99.99      -99.99      -99.99      -99.99        7240     0.02415
PGC0047162           6         1.4     .S..6*.        1.14        0.98         101      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047178           2         0.9     .S..2..        1.08        0.55          87      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047189           3         0.9     .SB.3..        0.99        0.06          15      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047231           3         0.6     .SBT3*.        1.37         0.4         103      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047234           3         0.9     .S..3..        1.36         0.8          67      -99.99      -99.99      -99.99      -99.99        4647      0.0155
PGC0047235           7         0.9     .S..7..        1.13        0.48         162      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047238           6         1.4     .S..6*.        1.04        0.98          70      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047254           4         0.9     .S..4..        1.03        0.27         125        15.3         0.2        0.57        0.09        7180     0.02395
PGC0047257          -5         0.4     .E.0.*.        1.25        0.03       -9999        13.1         0.2      -99.99      -99.99        2404    0.008019
PGC0047270         6.7         0.7     .SBS7*/        1.31        0.68         105      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047318          -2         0.9     .L.....           1        0.49          45      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047339          -3         1.2     .L..-*.        1.04        0.13          10       13.71        0.15        0.94        0.03        6791     0.02265
PGC0047346           6           1     .S..6*.         1.5        0.28         160      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047349          10         1.2     .I..9*.        0.96      -99.99       -9999      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047354          10         1.3     .I..9*.           1        0.43           2      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047358           0         0.9     .S.R0..        0.95        0.18          95      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047368           9         0.3     .SAS9..         1.7        0.22           5       11.73        0.13        0.41        0.02         202   0.0006738
PGC0047369           3         0.9     .SB.3..        1.04         0.4         145      -99.99      -99.99      -99.99      -99.99       -9999      -99.99
PGC0047371           8         0.8     .SX.8..        1.33        0.53         106       14.62        0.15        0.43        0.05       -9999      -99.99
